"3LA","0"
"3LB","0"
"3LC","0"
"3UA","0"
"3UB","0"
"3UC","0"
"4LA","0"
"4LB","0"
"4LC","0"
"4UA","942"
"4UB","0"
"4UC","0"
"5LA","942"
"5LB","0"
"5LC","0"
"5UA","942"
"5UB","0"
"5UC","0"
"6LA","800"
"6LB","0"
"6LC","0"
"6UA","799"
"6UB","799"
"6UC","0"
"end of IntrCity SmartBus_408",""
"IntrCity SmartBus_600",""
"Seats","2024-12-27 14:43"
"1LB","0"
"1LC","0"
"1UB","844"
"1UC","844"
"2LA","0"
"2LB","0"
"2LC","0"
"2UA","887"
"2UB","844"
"2UC","844"
"3LA","0"
"3LB","0"
"3LC","0"
"3UA","0"
"3UB","0"
"3UC","0"
"4LA","0"
"4LB","0"
"4LC","0"
"4UA","887"
"4UB","0"
"4UC","0"
"5LA","887"
"5LB","0"
"5LC","0"
"5UA","887"
"5UB","844"
"5UC","844"
"6LA","0"
"6LB","0"
"6LC","799"
"6UA","0"
"6UB","0"
"6UC","0"
"end of IntrCity SmartBus_600",""
